word1,word2,count,Cn1,Prob
least,democrat,1,8,0.031409067
least,four,1,8,0.0317272
least,isn,1,8,0.031647667
least,re,1,8,0.032999735
least,six,1,8,0.032045334
least,tweet,1,8,0.0317272
least,us,1,8,0.032920201
least,western,1,8,0.031409067
leather,loafer,1,1,0.250079533
leav,realiz,1,3,0.083731
leav,scar,1,3,0.083412867
leav,three,1,3,0.083969601
lee,harper,1,1,0.250079533
leed,promis,1,1,0.250159067
left,center,1,5,0.050397667
left,nfl,1,5,0.0502386
left,resid,1,5,0.0502386
left,third,1,5,0.050318134
left,work,1,5,0.052386002
leg,die,1,5,0.050874867
leg,grab,1,5,0.050318134
leg,need,1,5,0.051988335
leg,rotat,1,5,0.050079533
leg,twist,1,5,0.050079533
legisl,bodi,1,3,0.083651467
legisl,said,1,3,0.088105338
legisl,think,1,3,0.085401202
leicestershir,sick,1,1,0.250159067
len,woodbyrn,1,1,0.250079533
lend,consider,1,1,0.250079533
length,manag,1,1,0.250715801
less,less,1,4,0.062818134
less,like,1,4,0.067749205
less,sharp,1,4,0.062659067
less,today,1,4,0.063931601
lessli,cool,1,1,0.250318134
lesson,im,1,2,0.125318134
lesson,jane,1,2,0.125079533
let,break,1,24,0.010714917
let,conaway,1,24,0.010476317
let,get,1,24,0.013458819
let,go,6,24,0.221493902
let,god,1,24,0.010834217
let,hear,1,24,0.010953517
let,hope,1,24,0.010953517
let,know,2,24,0.054230735
let,lola,1,24,0.010476317
let,monet,1,24,0.010476317
let,offer,1,24,0.010595617
let,peac,1,24,0.010774567
let,put,1,24,0.010953517
let,say,1,24,0.011967568
let,snow,1,24,0.010595617
let,switch,1,24,0.010595617
let,take,1,24,0.011788618
let,telephon,1,24,0.010476317
letter,florida,1,1,0.250079533
level,servic,1,2,0.1254772
level,time,1,2,0.128897137
lewd,two,1,1,0.251431601
lgbt,brother,1,1,0.250318134
libe,y,1,1,0.2502386
liber,progress,1,1,0.2502386
librari,card,1,1,0.2504772
licata,told,1,1,0.250556734
licens,film,1,1,0.2504772
lie,easi,1,3,0.083571934
lie,say,1,3,0.085401202
lie,within,1,3,0.083571934
liebeslied,op,1,1,0.250079533
life,ban,1,15,0.016815129
life,chang,1,15,0.017780134
life,get,1,15,0.020452457
life,hard,1,15,0.017260516
life,high,1,15,0.01748321
life,listen,1,15,0.017112054
life,noth,1,15,0.016815129
life,now,2,15,0.085114882
life,repent,1,15,0.016740898
life,sho,1,15,0.016963591
life,stamp,1,15,0.016815129
life,style,1,15,0.016815129
life,without,1,15,0.017260516
life,yeah,1,15,0.017037823
lifetim,break,1,2,0.125397667
lifetim,exempt,1,2,0.125079533
lift,forc,1,2,0.125318134
lift,ground,1,2,0.125079533
light,alex,1,7,0.035793819
light,brighten,1,7,0.035873353
light,includ,1,7,0.036668687
light,last,1,7,0.037304954
light,rescu,1,7,0.035793819
light,simpl,1,7,0.036111953
light,tooth,1,7,0.035793819
lightn,bolt,1,1,0.250079533
like,alway,1,76,0.00457038
like,begin,1,76,0.003666211
like,black,1,76,0.003967601
like,boy,1,76,0.003590863
like,career,1,76,0.003515516
like,catch,1,76,0.003440169
like,cherish,1,76,0.003364821
like,chill,1,76,0.003515516
like,class,1,76,0.003666211
like,color,1,76,0.003515516
like,conduct,1,76,0.003364821
like,crazi,1,76,0.003590863
like,crimin,1,76,0.003515516
like,day,1,76,0.005625244
like,derek,1,76,0.003440169
like,dogtooth,1,76,0.003364821
like,dont,1,76,0.003440169
like,excus,1,76,0.003364821
like,exist,2,76,0.016824106
like,feder,1,76,0.003515516
like,frog,1,76,0.003364821
like,fun,1,76,0.004344338
like,gentleman,1,76,0.003364821
like,genuin,1,76,0.003364821
like,get,1,76,0.007132193
like,got,1,76,0.004947117
like,great,1,76,0.004796422
like,histori,1,76,0.003440169
like,jelli,1,76,0.003364821
like,jesus,1,76,0.003741558
like,jon,1,76,0.003364821
like,jqueri,1,76,0.003364821
like,keg,1,76,0.003364821
like,kid,1,76,0.004193643
like,know,1,76,0.006001981
like,ladi,1,76,0.003440169
like,listen,1,76,0.003741558
like,lot,2,76,0.017652927
like,mani,1,76,0.004796422
like,mention,1,76,0.003590863
like,mine,1,76,0.003440169
like,minut,1,76,0.003666211
like,much,1,76,0.005399202
like,nerd,1,76,0.003364821
like,new,1,76,0.005851286
like,newest,1,76,0.003364821
like,one,2,76,0.020139393
like,person,1,76,0.003892253
like,play,1,76,0.004721075
like,point,1,76,0.004042948
like,priscilla,1,76,0.003364821
like,process,1,76,0.003515516
like,re,1,76,0.004947117
like,season,1,76,0.004042948
like,second,1,76,0.003892253
like,see,1,76,0.004645728
like,six,1,76,0.004042948
like,thecareerbuild,1,76,0.003364821
like,thin,1,76,0.003440169
like,think,1,76,0.005248507
like,ticket,1,76,0.003590863
like,today,1,76,0.004645728
like,toward,1,76,0.003816906
like,tweet,1,76,0.003741558
like,twin,1,76,0.003364821
like,unknow,1,76,0.003364821
like,us,2,76,0.018029665
like,ve,1,76,0.004796422
like,walk,1,76,0.004042948
like,wind,1,76,0.003440169
like,work,1,76,0.005549897
like,zither,1,76,0.003364821
lil,kid,1,1,0.250954401
lime,green,1,2,0.1252386
lime,juic,1,2,0.125159067
limit,a,1,3,0.084605868
limit,brand,1,3,0.083412867
limit,make,1,3,0.086594203
linda,just,1,1,0.254135737
line,coach,1,4,0.0629772
line,obama,1,4,0.0627386
line,tradit,1,4,0.063136267
line,vehicl,1,4,0.0627386
lineman,mayor,1,1,0.250556734
lineup,tt,1,1,0.250079533
link,dm,1,2,0.125079533
link,don,1,2,0.128022269
lion,king,1,1,0.250318134
liquid,crystal,1,1,0.250079533
lisbon,six,1,1,0.250795334
list,includ,1,2,0.125954401
list,plaintiff,1,2,0.125079533
listen,angel,1,6,0.041825733
listen,danc,1,6,0.0419848
listen,faint,1,6,0.0417462
listen,music,1,6,0.042382467
listen,nd,1,6,0.042143867
listen,swear,1,6,0.0417462
lit,dinner,1,1,0.2502386
liter,go,1,1,0.253658537
literari,light,1,1,0.250556734
littl,bit,3,14,0.1612767
littl,board,1,14,0.018044614
littl,dialogu,1,14,0.017982124
littl,girl,1,14,0.018294577
littl,guy,1,14,0.018794501
littl,individu,1,14,0.018232086
littl,kind,1,14,0.018419558
littl,stage,2,14,0.089348205
littl,sympathi,1,14,0.017982124
littl,time,1,14,0.020919179
littl,town,1,14,0.018044614
live,anderson,1,14,0.01801621
live,consequ,1,14,0.017936676
live,countri,1,14,0.01849341
live,doesn,1,14,0.018811544
live,find,1,14,0.018891077
live,long,1,14,0.01849341
live,might,1,14,0.018652477
live,music,1,14,0.018572943
live,no,1,14,0.018572943
live,po,1,14,0.018334343
live,righteous,1,14,0.01801621
live,tweet,1,14,0.018334343
live,way,1,14,0.019288744
live,work,1,14,0.020243145
ll,alway,1,22,0.012654247
ll,becom,1,22,0.011819146
ll,compromis,1,22,0.011439555
ll,devot,1,22,0.011439555
ll,eat,1,22,0.011819146
ll,faith,1,22,0.011515473
ll,fine,1,22,0.011515473
ll,go,2,22,0.060310421
ll,head,1,22,0.012046901
ll,hot,1,22,0.011743228
ll,just,1,22,0.015311385
ll,know,1,22,0.014096693
ll,paint,1,22,0.011743228
ll,post,1,22,0.011743228
ll,proper,1,22,0.011515473
ll,put,1,22,0.012046901
ll,send,1,22,0.011743228
ll,smile,1,22,0.011591391
ll,thank,1,22,0.012654247
ll,wait,1,22,0.011819146
ll,want,1,22,0.013109756
llc,million,1,1,0.250397667
lloyd,chapman,1,1,0.250079533
lmaooo,like,1,1,0.255249205
ln,left,1,1,0.250397667
load,base,1,2,0.1254772
load,main,1,2,0.125397667
loafer,wore,1,1,0.250079533
loan,financi,1,1,0.2502386
lobster,shrimp,1,1,0.250079533
local,cruis,1,4,0.062659067
local,memphi,1,4,0.062818134
local,onlin,1,4,0.0627386
local,th,1,4,0.063613468
locat,base,1,2,0.1254772
locat,yessir,1,2,0.125079533
log,field,1,1,0.250556734
logjam,driver,1,1,0.250318134
logo,sam,1,1,0.250159067
lohs,didn,1,1,0.250715801
loiter,squad,1,1,0.250159067
lol,cut,1,7,0.036589153
lol,die,1,7,0.036589153
lol,fuck,1,7,0.036032419
lol,fun,1,7,0.036827753
lol,mani,1,7,0.037304954
lol,plan,1,7,0.036589153
lol,told,1,7,0.03627102
lola,feel,1,1,0.251670201
london,colleagu,1,1,0.250079533
long,bl,1,8,0.031329533
long,can,1,8,0.035544804
long,chris,1,8,0.031409067
long,even,1,8,0.032522534
long,forgotten,1,8,0.031329533
long,hilari,1,8,0.031409067
long,night,1,8,0.032283934
long,term,1,8,0.0317272
longer,live,1,1,0.251113468
longfellow,avenu,1,1,0.2502386
look,buy,1,17,0.015033373
look,differ,1,17,0.015229867
look,good,1,17,0.016670825
look,great,1,17,0.016015844
look,kid,1,17,0.01549186
look,like,4,17,0.195499345
look,menu,1,17,0.014967875
look,pretti,1,17,0.015360863
look,regular,1,17,0.01477138
look,sched,1,17,0.01477138
look,scoreboard,1,17,0.01477138
look,sidelin,1,17,0.01477138
look,world,1,17,0.015753852
look,yourkoz,1,17,0.01477138
loop,cleveland,1,1,0.250159067
loos,funki,1,3,0.083412867
loos,parallel,1,3,0.083412867
loos,pros,1,3,0.083412867
lord,will,1,1,0.253579003
lose,extent,1,2,0.125159067
lose,first,1,2,0.127545069
loss,build,1,5,0.050715801
loss,free,1,5,0.050954401
loss,give,1,5,0.051113468
loss,individu,1,5,0.0504772
loss,washington,1,5,0.050079533
lost,abe,1,6,0.0417462
lost,altogeth,1,6,0.0417462
lost,can,1,6,0.04596147
lost,coupl,1,6,0.042064334
lost,last,1,6,0.043257335
lost,vs,1,6,0.041825733
lot,beach,1,18,0.014100978
lot,cach,1,18,0.014313067
lot,closer,1,18,0.014030282
lot,compliment,1,18,0.013959585
lot,crush,1,18,0.014030282
lot,fun,1,18,0.014878638
lot,hell,1,18,0.014171674
lot,logjam,1,18,0.013959585
lot,memori,1,18,0.014383763
lot,mental,1,18,0.014030282
lot,pain,1,18,0.013959585
lot,peopl,2,18,0.071211853
lot,second,1,18,0.01445446
lot,trust,1,18,0.014030282
lot,ughh,1,18,0.013959585
lot,work,2,18,0.071565335
loud,lulz,1,1,0.250079533
loui,counti,1,2,0.125397667
loui,plant,1,2,0.125079533
loung,dear,1,1,0.250159067
love,almost,1,43,0.006095095
love,anyway,1,43,0.006235665
love,brianana,1,43,0.005884239
love,chris,1,43,0.005954524
love,circumst,1,43,0.005954524
love,connect,1,43,0.006024809
love,didn,1,43,0.006446521
love,dream,1,43,0.005954524
love,due,1,43,0.00616538
love,environ,1,43,0.006095095
love,everyon,1,43,0.006446521
love,first,2,43,0.031318898
love,four,1,43,0.006235665
love,get,1,43,0.009398506
love,job,1,43,0.006376236
love,julia,1,43,0.005884239
love,light,1,43,0.006305951
love,like,1,43,0.010452786
love,momma,1,43,0.005884239
love,mother,1,43,0.006446521
love,mr,1,43,0.00616538
love,much,3,43,0.054293571
love,neighborhood,1,43,0.005954524
love,one,1,43,0.009257935
love,pinto,1,43,0.005884239
love,respect,1,43,0.006024809
love,ryan,1,43,0.006024809
love,salad,1,43,0.006024809
love,sens,1,43,0.005884239
love,song,1,43,0.006376236
love,spend,2,43,0.029561765
love,sting,1,43,0.005884239
love,struck,1,43,0.005884239
love,stuff,1,43,0.006305951
love,target,1,43,0.005954524
love,thank,1,43,0.007008804
love,tradit,2,43,0.02963205
love,us,1,43,0.007289945
lover,express,1,1,0.250159067
lovin,peopl,2,2,0.625994168
low,relax,1,2,0.125318134
low,walma,1,2,0.125079533
lower,leg,1,1,0.250397667
lu,ann,1,1,0.250079533
luck,room,1,1,0.250636267
luckiest,mom,1,1,0.2504772
luke,church,1,1,0.250397667
lul,inord,1,1,0.250079533
lulz,today,1,1,0.251431601
lunch,like,1,2,0.130249205
lunch,meet,1,2,0.1254772
lung,pleasant,1,1,0.250079533
lyric,deliveri,1,2,0.125079533
lyric,just,1,2,0.129135737
ma,in,2,2,0.625079533
machado,po,1,1,0.2504772
machin,impo,1,2,0.125556734
machin,use,1,2,0.126988335
mack,bill,1,3,0.083890067
mack,knife,1,3,0.083412867
mack,two,1,3,0.084764935
mad,feel,1,3,0.085003535
mad,planet,1,3,0.0834924
mad,thing,1,3,0.085401202
made,bi,1,17,0.015155012
made,bit,1,17,0.015379577
made,contact,1,17,0.014930447
made,count,1,17,0.015005302
made,creation,1,17,0.014855592
made,decis,1,17,0.014855592
made,finish,1,17,0.014855592
made,first,1,17,0.017101241
made,garbag,1,17,0.014780737
made,hibiscus,1,17,0.014780737
made,inde,1,17,0.014780737
made,inform,1,17,0.015229867
made,lol,1,17,0.015229867
made,spot,1,17,0.014855592
made,sure,1,17,0.015304722
made,way,2,17,0.074876801
maga,rule,1,1,0.250159067
magazin,sexiest,1,1,0.250079533
magnitud,appar,1,1,0.2502386
mail,earli,1,2,0.125556734
mail,kbonowil,1,2,0.125079533
main,busi,1,5,0.050827147
main,deal,1,5,0.05038176
main,memori,2,5,0.250445387
main,thread,1,5,0.050127253
maintain,appropri,1,2,0.1252386
maintain,sure,1,2,0.125636267
major,element,1,5,0.050159067
major,leagu,1,5,0.050079533
major,leaguer,1,5,0.050079533
major,player,1,5,0.0504772
major,reach,1,5,0.050079533
make,bed,1,45,0.005917874
make,bill,1,45,0.006062802
make,car,1,45,0.006135266
make,clear,1,45,0.005700483
make,colton,1,45,0.005628019
make,come,1,45,0.00736715
make,contact,1,45,0.005772947
make,crack,1,45,0.005845411
make,creativ,1,45,0.005845411
make,differ,2,45,0.028357488
make,difficult,1,45,0.005845411
make,easier,1,45,0.005700483
make,everybodi,1,45,0.005845411
make,first,1,45,0.007874396
make,frequent,1,45,0.005628019
make,gold,1,45,0.005700483
make,good,1,45,0.007729469
make,governor,1,45,0.005628019
make,great,1,45,0.007004831
make,happi,1,45,0.005990338
make,less,1,45,0.005845411
make,live,1,45,0.006570048
make,look,1,45,0.006714976
make,magazin,1,45,0.005628019
make,map,1,45,0.005700483
make,mistak,1,45,0.005628019
make,nice,1,45,0.006352657
make,pattern,1,45,0.005700483
make,plan,1,45,0.006352657
make,problem,1,45,0.006207729
make,real,1,45,0.006135266
make,rutger,1,45,0.005772947
make,salsa,3,45,0.050362319
make,situat,2,45,0.028067633
make,spaghetti,1,45,0.005628019
make,special,1,45,0.006135266
make,sure,1,45,0.006135266
make,survey,1,45,0.005628019
make,think,1,45,0.007439614
make,usual,1,45,0.005990338
make,video,1,45,0.005845411
maker,bayer,1,4,0.062579533
maker,hewlett,1,4,0.062579533
maker,nova,1,4,0.062579533
maker,seri,1,4,0.062897667
male,groupi,1,1,0.250079533
mall,busi,1,2,0.126033934
mall,shopper,1,2,0.125079533
man,admit,1,13,0.0193776
man,bit,1,13,0.019891508
man,competit,1,13,0.0193776
man,enter,1,13,0.019597846
man,goe,1,13,0.019451016
man,hate,1,13,0.019597846
man,let,1,13,0.02099274
man,made,2,13,0.097328493
man,media,1,13,0.019451016
man,one,1,13,0.022828126
man,thought,1,13,0.02018517
man,will,1,13,0.022534464
manag,council,1,9,0.028175445
manag,eric,1,9,0.028016378
manag,excel,1,9,0.028016378
manag,john,1,9,0.028095911
manag,make,1,9,0.031038647
manag,oppon,1,9,0.028016378
manag,organis,1,9,0.027936845
manag,rearrang,1,9,0.027857311
manag,traffic,1,9,0.028016378
mani,call,1,20,0.013482238
mani,client,1,20,0.01272667
mani,deplor,1,20,0.012575557
mani,due,1,20,0.012877784
mani,feast,1,20,0.012575557
mani,human,1,20,0.012877784
mani,incid,1,20,0.012575557
mani,legisl,1,20,0.01272667
mani,men,1,20,0.012877784
mani,morn,1,20,0.013104454
mani,movi,1,20,0.01295334
mani,pancak,1,20,0.012575557
mani,peopl,2,20,0.064388918
mani,ppl,1,20,0.012575557
mani,southern,1,20,0.01272667
mani,thing,1,20,0.014464475
mani,time,1,20,0.01620228
mani,us,1,20,0.014086691
mani,world,1,20,0.013708908
manifest,chang,1,2,0.126193001
manifest,imag,1,2,0.125715801
manual,drag,1,1,0.250079533
manufactur,general,1,2,0.125318134
manufactur,heinz,1,2,0.125079533
map,never,1,2,0.126113468
map,po,1,2,0.1254772
mar,late,1,1,0.250874867
march,dec,1,3,0.083412867
march,ll,1,3,0.085003535
march,th,1,3,0.084446801
marcia,nelson,1,1,0.2502386
margaret,anderson,1,1,0.250159067
mari,phillip,1,1,0.250079533
mariam,sinc,1,1,0.250795334
mariano,injuri,1,1,0.250079533
marijuana,come,1,2,0.126988335
marijuana,go,1,2,0.128658537
mark,cagley,1,1,0.250159067
market,basebal,1,6,0.041825733
market,gentl,1,6,0.0417462
market,park,1,6,0.0422234
market,pr,1,6,0.0417462
market,secondhand,1,6,0.0417462
market,temporari,1,6,0.0417462
marlin,wish,1,1,0.250397667
marriag,stanc,1,1,0.250079533
masaki,yokokawa,1,1,0.250079533
masquerad,ball,1,1,0.250318134
mass,automot,1,3,0.083412867
mass,like,1,3,0.088582538
mass,produc,1,3,0.083651467
master,switch,1,1,0.2502386
match,sat,1,3,0.083571934
match,tool,1,3,0.083412867
match,total,1,3,0.083651467
materi,soundwis,1,2,0.125079533
materi,wall,1,2,0.125636267
math,now,1,3,0.085242135
math,skill,1,3,0.083412867
math,time,1,3,0.08723047
matheni,said,1,2,0.129772004
matheni,solicit,1,2,0.125079533
matlosz,alway,1,1,0.251352068
matt,roth,1,1,0.250079533
matter,context,1,4,0.062579533
matter,current,1,4,0.062659067
matter,gonna,1,4,0.062659067
matter,path,1,4,0.0627386
maui,mall,1,1,0.250159067
mauimal,com,1,1,0.250318134
maxim,bent,1,2,0.125159067
maxim,turn,1,2,0.125954401
may,also,1,12,0.022503535
may,alway,1,12,0.022185401
may,amaz,1,12,0.021231
may,chang,1,12,0.022026334
may,delet,1,12,0.020912867
may,dress,1,12,0.0209924
may,get,1,12,0.024889537
may,make,1,12,0.024094203
may,pm,1,12,0.0209924
may,readi,1,12,0.021549134
may,season,1,12,0.021628667
may,won,1,12,0.021390067
mayb,got,1,6,0.043416402
mayb,just,1,6,0.045802404
mayb,ll,1,6,0.043336868
mayb,omg,1,6,0.041905267
mayb,urg,1,6,0.0417462
mayb,west,1,6,0.041905267
mayo,fiesta,1,1,0.250079533
mayor,candid,1,7,0.035952886
mayor,lloyd,1,7,0.035793819
mayor,play,1,7,0.03722542
mayor,runoff,1,7,0.035793819
mayor,talk,1,7,0.036430086
mayor,toni,1,7,0.035793819
mayor,two,1,7,0.037145887
mc,rib,1,1,0.250079533
mca,or,1,1,0.250079533
mccoy,got,1,1,0.251749735
mcdonald,game,1,2,0.126272534
mcdonald,provid,1,2,0.1254772
mcdowel,llc,1,2,0.125079533
mcdowel,road,1,2,0.125715801
mcginni,said,1,1,0.254772004
mclaughlin,ami,1,1,0.250079533
mcmahan,said,1,1,0.254772004
mdf,even,1,1,0.251272534
me,day,1,1,0.252465536
meal,ff,1,1,0.250079533
mean,advanc,1,9,0.027857311
mean,alot,1,9,0.027857311
mean,curat,1,9,0.027857311
mean,disrespect,1,9,0.027857311
mean,foster,1,9,0.027857311
mean,like,1,9,0.033026982
mean,re,1,9,0.029527513
mean,useless,1,9,0.027857311
mean,winki,1,9,0.027857311
meant,io,1,1,0.250079533
measur,keep,1,2,0.126193001
measur,opinion,1,2,0.125159067
mechan,disson,1,2,0.125079533
mechan,satisfi,1,2,0.125159067
media,bus,1,3,0.083412867
media,relat,1,3,0.083651467
media,smaller,1,3,0.0834924
medic,center,2,3,0.416931778
medic,internmistak,1,3,0.083386356
medium,chosen,1,2,0.125079533
medium,craig,1,2,0.125079533
medlib,pleas,1,1,0.250397667
meet,baron,1,7,0.035793819
meet,chaaaa,1,7,0.035793819
meet,everi,1,7,0.03674822
meet,got,1,7,0.037464021
meet,next,1,7,0.03674822
meet,someon,1,7,0.036111953
meet,time,1,7,0.039611423
mel,torm,1,1,0.250079533
melo,scorer,1,1,0.250159067
melon,eat,1,1,0.2504772
melvoin,pen,1,1,0.250079533
member,accord,1,7,0.036032419
member,buena,1,7,0.035793819
member,fdni,1,7,0.035793819
member,grate,1,7,0.035873353
member,may,1,7,0.036668687
member,militari,1,7,0.035873353
member,okay,1,7,0.036111953
memento,tuxedo,1,1,0.250079533
memori,access,2,9,0.139100978
memori,compar,1,9,0.02791917
memori,hospit,1,9,0.028272652
memori,no,1,9,0.028414045
memori,rear,1,9,0.02791917
memori,reliev,1,9,0.027848474
memori,servic,1,9,0.028201956
memori,side,1,9,0.028201956
memphi,accord,1,4,0.062818134
memphi,commerci,1,4,0.0627386
memphi,high,1,4,0.063374867
memphi,son,1,4,0.062897667
men,feel,1,5,0.051670201
men,goe,1,5,0.0502386
men,prior,1,5,0.050079533
men,speechless,1,5,0.050079533
men,suspect,1,5,0.050556734
ment,offer,1,1,0.2502386
mental,becom,1,2,0.1254772
mental,energi,1,2,0.1254772
mention,effect,1,4,0.0629772
mention,one,1,4,0.066397137
mention,troublesom,1,4,0.062659067
mention,yep,1,4,0.062579533
mentor,role,1,1,0.250397667
menu,look,1,4,0.063772534
menu,must,1,4,0.062897667
menu,restaur,1,4,0.062659067
menu,versatil,1,4,0.062579533
menus,might,1,1,0.250795334
merit,attent,1,1,0.250159067
mesh,well,1,1,0.251670201
mess,work,1,1,0.252386002
metamorphos,namast,1,1,0.250079533
metaphor,juic,1,1,0.250159067
metrohealth,medic,1,1,0.2502386
mexico,base,1,2,0.1254772
mexico,citi,1,2,0.125874867
mf,lol,1,1,0.250556734
mhta,presid,1,1,0.2502386
miami,chicago,1,2,0.125159067
miami,tomorrow,1,2,0.1254772
michael,help,1,1,0.251352068
michel,said,1,1,0.254772004
michelin,rank,1,1,0.250079533
middl,eastern,2,4,0.31255965
middl,financi,1,4,0.06267895
middl,school,1,4,0.063275451
middlesex,counti,1,1,0.250397667
midway,extraordinari,1,1,0.250079533
might,abl,1,11,0.023522607
might,brusqu,1,11,0.022806806
might,cri,1,11,0.02288634
might,develop,1,11,0.023284007
might,eat,1,11,0.023204473
might,includ,1,11,0.023681674
might,make,1,11,0.025988142
might,realli,1,11,0.023920274
might,requir,1,11,0.02288634
might,undaunt,1,11,0.022806806
might,well,1,11,0.024397474
mike,affarano,1,4,0.062579533
mike,melvoin,1,4,0.062579533
mike,polachek,1,4,0.062579533
mike,smith,1,4,0.0627386
mil,make,1,1,0.25326087
mila,kuni,1,1,0.250079533
mile,away,1,3,0.084208201
mile,road,1,3,0.084049134
mile,train,1,3,0.083810534
mileston,publish,1,1,0.250079533
militari,personnel,1,2,0.125079533
militari,role,1,2,0.125397667
milk,dinner,1,1,0.2502386
miller,sank,1,1,0.250079533
milli,went,1,1,0.2502386
million,dollar,1,5,0.0502386
million,ed,1,5,0.050318134
million,lifetim,1,5,0.050159067
million,mcginni,1,5,0.050079533
million,top,1,5,0.050636267
mimic,hydrofoil,1,1,0.250079533
mind,bash,1,8,0.031319592
mind,countri,1,8,0.031806734
mind,go,1,8,0.03445122
mind,must,1,8,0.031597959
mind,point,1,8,0.031945917
mind,strong,1,8,0.031597959
mind,walk,2,8,0.156945917
mine,eat,1,2,0.1254772
mine,got,1,2,0.126749735
mini,review,1,1,0.250079533
minist,benjamin,1,3,0.083412867
minist,hand,1,3,0.083890067
minist,water,1,3,0.084049134
minjin,oh,1,1,0.250954401
minn,loss,1,1,0.250397667
minneapoli,institut,1,1,0.250159067
minut,cooki,1,5,0.050318134
minut,remain,1,5,0.0502386
minut,thank,1,5,0.051352068
minut,without,1,5,0.050636267
minut,word,1,5,0.050397667
miss,amaz,1,8,0.031647667
miss,death,1,8,0.0317272
miss,famili,1,8,0.032045334
miss,friday,1,8,0.031806734
miss,impo,1,8,0.031806734
miss,period,1,8,0.0314886
miss,place,1,8,0.032283934
miss,school,1,8,0.032283934
mission,oh,1,1,0.250954401
missouri,state,2,2,0.625278367
mistak,peopl,1,1,0.251988335
mistaken,impress,1,1,0.250318134
mix,harri,1,2,0.1252386
mix,year,1,2,0.127147402
mo,gage,2,2,0.625039767
mobil,air,1,2,0.125159067
mobil,ashton,1,2,0.125079533
model,boggl,1,2,0.125079533
model,turn,1,2,0.125954401
modest,coloni,1,2,0.125079533
modest,recoveri,1,2,0.125079533
mold,fit,1,1,0.250397667
mom,can,1,7,0.04000909
mom,erica,1,7,0.035793819
mom,love,1,7,0.038657022
mom,one,1,7,0.039611423
mom,peopl,1,7,0.037702621
mom,phone,1,7,0.036111953
mom,world,1,7,0.03698682
moment,gift,1,2,0.125556734
moment,though,1,2,0.125954401
momentarili,stump,1,1,0.250079533
momma,hello,1,1,0.2502386
monday,hand,1,1,0.250556734
monet,melo,1,1,0.250079533
monetari,expans,1,1,0.250079533
money,first,2,9,0.141151172
money,get,1,9,0.031383292
money,grab,1,9,0.028060563
money,make,1,9,0.030676329
money,pay,1,9,0.028414045
money,ryan,1,9,0.027989867
money,separ,1,9,0.027989867
money,tri,1,9,0.029121009
monmouth,univers,1,1,0.2502386
monopoli,violenc,1,1,0.250159067
monrovia,california,1,1,0.2502386
month,ago,1,6,0.041905267
month,back,1,6,0.043257335
month,hire,1,6,0.041825733
month,includ,1,6,0.042621068
month,later,1,6,0.042302934
month,slog,1,6,0.0417462
monuc,alreadi,1,1,0.250954401
morgan,tsvangirai,1,1,0.250079533
morn,america,1,8,0.031568134
morn,crew,1,8,0.031409067
morn,dozen,1,8,0.031409067
morn,good,1,8,0.033636002
morn,harsh,1,8,0.031329533
morn,like,1,8,0.036499205
morn,nd,1,8,0.0317272
morn,show,1,8,0.032363468
morph,cabbag,1,2,0.125079533
morph,teen,1,2,0.125159067
morri,ranger,1,1,0.250079533
most,spring,1,1,0.250079533
mother,day,4,9,0.362754801
mother,forget,1,9,0.028042889
mother,ghostwrit,1,9,0.0278308
mother,help,1,9,0.028679156
mother,superior,1,9,0.0278308
mother,tausha,1,9,0.0278308
motiv,inspir,1,1,0.2504772
motorbl,car,1,1,0.250636267
mount,holli,1,1,0.250079533
mouth,bestman,1,1,0.250159067
move,actual,1,11,0.023378001
move,also,1,11,0.024245638
move,away,2,11,0.114431698
move,beyond,1,11,0.023016485
move,draft,1,11,0.023088788
move,extrema,1,11,0.022799576
move,get,1,11,0.026414731
move,hu,1,11,0.022871879
move,leed,1,11,0.022799576
move,next,1,11,0.023667213
mover,know,1,1,0.252863203
movi,alway,1,6,0.043018735
movi,ever,1,6,0.042302934
movi,rate,1,6,0.0419848
movi,ticket,1,6,0.0419848
movi,tube,1,6,0.041825733
movi,ve,1,6,0.043257335
mr,brown,1,5,0.0504772
mr,fox,1,5,0.050079533
mr,jame,1,5,0.0502386
mr,licata,1,5,0.050079533
mr,sáenz,1,5,0.050079533
mri,sound,1,1,0.250795334
ms,back,1,2,0.126590668
ms,tkk,1,2,0.125079533
much,anyway,1,32,0.008259875
much,ball,1,32,0.00811075
much,ben,1,32,0.007887063
much,care,1,32,0.008334438
much,day,1,32,0.01012394
much,def,1,32,0.008036188
much,doubt,1,32,0.007961625
much,go,1,32,0.011242378
much,ha,1,32,0.007887063
much,household,1,32,0.007961625
much,impuls,1,32,0.007887063
much,kid,1,32,0.008707251
much,like,1,32,0.012733629
much,love,3,32,0.073071315
much,motiv,1,32,0.007887063
much,need,1,32,0.009676564
much,nonexist,1,32,0.007961625
much,sometim,1,32,0.008334438
much,sparkl,1,32,0.007887063
much,storm,1,32,0.007887063
much,stronger,1,32,0.007961625
much,suppo,1,32,0.008334438
much,talk,1,32,0.008483563
much,time,1,32,0.011466066
much,tri,1,32,0.009229189
much,ve,1,32,0.009303751
much,water,1,32,0.008483563
much,well,1,32,0.009378314
much,year,1,32,0.009825689
much,yet,1,32,0.008185313
mujer,de,1,1,0.2502386
mulieribus,st,1,1,0.250397667
multi,touch,1,1,0.250318134
multimedia,a,1,1,0.251272534
